"","priority","level","theme","module","indicator","index","type","name","label_english","label_french","hint_english","hint_french","calculation","required","relevant","constraint","default","repeat_count","constraint_message_english","constraint_message_french","appearance","choice_filter","parameters","dataset","function_to_compose","r_package"
"186","1","main","Food security","Household Food Consumption (HHS)","Household Hunger Scale",151,"select_one l_fsl_hhs","fsl_hhs_sleephungry_freq","How often did this happen in the past [4 weeks/30 days]?","À quelle fréquence cela s'est-il produit au cours des dernières [4 semaines/30 jours] ?",NA,NA,NA,"TRUE","selected(${fsl_hhs_sleephungry}, 'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","1","main","Food security","Household Food Consumption (HHS)","Household Hunger Scale",152,"select_one l_yn_dnk_pnta","fsl_hhs_alldaynight","In the past 4 weeks (30 days), did you or any household member go a whole day or night without eating anything at all because there was not enough food?","Au cours des 4 dernières semaines (30 jours), est-ce que vous ou un membre de votre ménage avez passé une journée et une nuit entières sans rien manger du tout parce qu'il n'y avait pas assez de nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","1","main","Food security","Household Food Consumption (HHS)","Household Hunger Scale",153,"select_one l_fsl_hhs","fsl_hhs_alldaynight_freq","How often did this happen in the past [4 weeks/30 days]?","À quelle fréquence cela s'est-il produit au cours des dernières [4 semaines/30 jours] ?",NA,NA,NA,"TRUE","selected(${fsl_hhs_alldaynight}, 'yes')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","1 - if not collected in 2023","main","Food security","Household Food Access","% of households by main sources of food in the 30 days prior to data collection",180,"select_multiple l_fsl_source_food","fsl_source_food","During the last 30 days, what were your household's 3 main sources of food?","Au cours des 30 derniers jours, quelles ont été les trois principales sources de nourriture de votre ménage ?",NA,NA,NA,"TRUE",NA,"count-selected(.)>1 and count-selected(.)<4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","1 - if not collected in 2023","main","Food security","Household Food Access","% of households by main sources of food in the 30 days prior to data collection",180,"text","other_fsl_source_food","If other, please specify:","Si autre, merci de préciser :",NA,NA,NA,"TRUE","selected(${fsl_source_food}, 'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",235,"select_one l_fsl_lcsi","fsl_lcsi_stress1","Stress question 1: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de stress 1 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",236,"select_one l_fsl_lcsi","fsl_lcsi_stress2","Stress question 2: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de stress 2 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",237,"select_one l_fsl_lcsi","fsl_lcsi_stress3","Stress question 3: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de stress 3 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",238,"select_one l_fsl_lcsi","fsl_lcsi_stress4","Stress question 4: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de stress 4 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",239,"select_one l_fsl_lcsi","fsl_lcsi_crisis1","Crisis question 1: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de crise 1 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",240,"select_one l_fsl_lcsi","fsl_lcsi_crisis2","Crisis question 2: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de crise 2 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",241,"select_one l_fsl_lcsi","fsl_lcsi_crisis3","Crisis question 3: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question de crise 3 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",242,"select_one l_fsl_lcsi","fsl_lcsi_emergency1","Emergency question 1: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question d'urgence 1 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",243,"select_one l_fsl_lcsi","fsl_lcsi_emergency2","Emergency question 2: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question d'urgence 2 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS)","Livelihood Coping Strategy - Food security (LCS-FS)",244,"select_one l_fsl_lcsi","fsl_lcsi_emergency3","Emergency question 3: In the last 30 days, did your household [do X] because of a lack of food or money to buy food?","Question d'urgence 3 : Au cours des 30 derniers jours, votre ménage a-t-il [fait X] à cause du manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS) - additional reasons","% of households by additional reasons for use of livelihood-based coping strategies for food security",245,"select_multiple l_fsl_lcsi_other","fsl_lcsi_other_reason","Did your household have any other reasons for using these strategies aside from a lack of food or money to buy food?","Votre ménage a-t-il eu d'autres raisons de recourir à ces stratégies que le manque de nourriture ou d'argent pour acheter de la nourriture ?",NA,NA,NA,"TRUE","${fsl_lcsi_stress1} = 'yes' or ${fsl_lcsi_stress2} = 'yes' or ${fsl_lcsi_stress3} = 'yes' or ${fsl_lcsi_crisis3} = 'yes' or ${fsl_lcsi_stress4} = 'yes' or ${fsl_lcsi_crisis1} = 'yes' or ${fsl_lcsi_crisis2} = 'yes' or ${fsl_lcsi_emergency1} = 'yes' or ${fsl_lcsi_emergency2} = 'yes' or  ${fsl_lcsi_emergency3} = 'yes' or ${fsl_lcsi_stress1} = 'no_exhausted' or ${fsl_lcsi_stress2} = 'no_exhausted' or ${fsl_lcsi_stress3} = 'no_exhausted' or ${fsl_lcsi_crisis3} = 'no_exhausted' or ${fsl_lcsi_stress4} = 'no_exhausted' or ${fsl_lcsi_crisis1} = 'no_exhausted' or ${fsl_lcsi_crisis2} = 'no_exhausted' or ${fsl_lcsi_emergency1} = 'no_exhausted' or ${fsl_lcsi_emergency2} = 'no_exhausted' or  ${fsl_lcsi_emergency3} = 'no_exhausted'","not((selected(., 'dnk') or selected(., 'pnta') or selected(., 'none')) and count-selected(.) > 1)",NA,NA,"Cannot select ""No other reason"", ""Don't know"" or ""Prefer not to answer"" with any other option","Ne peut pas sélectionner ""Pas d'autres raisons"",  ""Ne sait pas"" ou ""Préfère ne pas répondre avec une autre option de réponse",NA,NA,NA,NA,NA,NA
"202","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Food security (LCS-FS) - additional reasons","% of households by additional reasons for use of livelihood-based coping strategies for food security",245,"text","other_fsl_lcsi_other_reason","Please specify:","Merci de préciser :",NA,NA,NA,"TRUE","selected(${fsl_lcsi_other_reason}, 'other')",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",246,"select_one l_fsl_lcsi","fsl_lcsi_en_stress1","Stress question 1: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question Stress 1 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",247,"select_one l_fsl_lcsi","fsl_lcsi_en_stress2","Stress question 2: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question de stress 2 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",248,"select_one l_fsl_lcsi","fsl_lcsi_en_stress3","Stress question 3: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question de stress 3 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","1 - choose one of the two LCS modules","main","Livelihoods","Livelihood Coping Strategy Index - Essential Needs (LCS-EN)","Livelihood Coping Strategy - Essential Needs (LCS-EN)",249,"select_one l_fsl_lcsi","fsl_lcsi_en_stress4","Stress question 4: In the last 30 days, did your household [do X] due to a lack of resources to cover basic needs (such as food, shelter, health, education, etc.)?","Question de stress 4 : dans les 30 derniers jours, est ce que votre ménage a du [faire X] en réponse à un manque de ressources pour combler les besoins principaux du ménage (tels que la nourriture, l'abris, la santé, l'éducation, etc).",NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
